observation_date,CPALTT01USQ657N
1977-07-01,1.43646408839778994
1977-10-01,1.08932461873640007
1978-01-01,1.72413793103446000
1978-04-01,2.54237288135593964
1978-07-01,2.37603305785124030
1978-10-01,2.01816347124117001
1979-01-01,2.47279920870425984
1979-04-01,3.47490347490347018
1979-07-01,3.31156716417911001
1979-10-01,2.84424379232503011
1980-01-01,3.95083406496928946
1980-04-01,3.67398648648648019
1980-07-01,1.83299389002035995
1980-10-01,2.64000000000000012
1981-01-01,2.65003897116135967
1981-04-01,2.31586940015187004
1981-07-01,2.82003710575137978
1981-10-01,1.44352219415374994
1982-01-01,0.81821415866236791
1982-04-01,1.51729004940014978
1982-07-01,1.87695516162668996
1982-10-01,0.23882633913339399
1983-01-01,-0.06807351940096230
1983-04-01,1.26021798365125992
1983-07-01,1.17726202489066001
1983-10-01,0.89760638297872708
1984-01-01,1.12026359143326992
1984-04-01,1.07526881720430989
1984-07-01,1.09606705351385991
1984-10-01,0.73341836734696297
1985-01-01,0.63311174422285399
1985-04-01,1.22680088078010008
1985-07-01,0.71472964574272091
1985-10-01,0.89478556001232912
1986-01-01,0.21406727828747890
1986-04-01,-0.21361000915473199
1986-07-01,0.73394495412844407
1986-10-01,0.54644808743168394
1987-01-01,1.11714975845411990
1987-04-01,1.31382502239475984
1987-07-01,1.14942528735629002
1987-10-01,0.84498834498834485
1988-01-01,0.60676105171917005
1988-04-01,1.26364158529581005
1988-07-01,1.33295519001702001
1988-10-01,1.03554436048140008
1989-01-01,1.10803324099723000
1989-04-01,1.64383561643836029
1989-07-01,0.80862533692720595
1989-10-01,0.96256684491979005
1990-01-01,1.72139830508474989
1990-04-01,1.01536058318145983
1990-07-01,1.72680412371135006
1990-10-01,1.62148467190269008
1991-01-01,0.82273747195214497
1991-04-01,0.59347181008900407
1991-07-01,0.78662733529991091
1991-10-01,0.75609756097563596
1992-01-01,0.70200919874120493
1992-04-01,0.81730769230768907
1992-07-01,0.78683834048642198
1992-10-01,0.70972320794888411
1993-01-01,0.84566596194501709
1993-04-01,0.76869322152342301
1993-07-01,0.39297272306982700
1993-10-01,0.69076675109369901
1994-01-01,0.64029270523667603
1994-04-01,0.63621904112703098
1994-07-01,0.88055994581170793
1994-10-01,0.47000895255146991
1995-01-01,0.82423702383605002
1995-04-01,0.88378258948296706
1995-07-01,0.43802014892685798
1995-10-01,0.47972088966419207
1996-01-01,0.91145833333333703
1996-04-01,0.98924731182795500
1996-07-01,0.53236797274276504
1996-10-01,0.72018640118618693
1997-01-01,0.67297581493164305
1997-04-01,0.39690829329432697
1997-07-01,0.39533915938412401
1997-10-01,0.39378238341967697
1998-01-01,0.26837324525186201
1998-04-01,0.53530986205477404
1998-07-01,0.38910505836574699
1998-10-01,0.34679722562220999
1999-01-01,0.38625736938402500
1999-04-01,0.97205346294045003
1999-07-01,0.62174087444844495
1999-10-01,0.61789914291409698
2000-01-01,0.99049128367671280
2000-04-01,1.05923891722243990
2000-07-01,0.79580745341615011
2000-10-01,0.53918736761024200
2001-01-01,0.95767094426356003
2001-04-01,1.04344526655282999
2001-07-01,0.13143071723620300
2001-10-01,-0.28126757922372497
2002-01-01,0.35727717186914287
2002-04-01,1.08675285741053007
2002-07-01,0.42632066728452200
2002-10-01,0.31376891842009491
2003-01-01,1.01195952161910996
2003-04-01,0.36429872495446891
2003-07-01,0.49001814882032202
2003-10-01,0.01806032147372470
2004-01-01,0.90285301552908004
2004-04-01,1.43163922691482992
2004-07-01,0.35285815102328100
2004-10-01,0.59774964838255795
2005-01-01,0.62915064662705600
2005-04-01,1.33726988537686009
2005-07-01,1.21679520137103991
2005-10-01,0.50795800880460795
2006-01-01,0.53908355795148899
2006-04-01,1.69235924932973991
2006-07-01,0.56022408963586501
2006-10-01,-0.85203998033753803
2007-01-01,1.01917038506034996
2007-04-01,1.91732908859793039
2007-07-01,0.27592871119301599
2007-10-01,0.71121455532680089
2008-01-01,1.13677364185591001
2008-04-01,2.19534465606687990
2008-07-01,1.16305534624078999
2008-10-01,-2.82852942920164985
2009-01-01,-0.49763307500006498
2009-04-01,1.06030233709879007
2009-07-01,0.67907198163003701
2009-10-01,0.20118858880575999
2010-01-01,0.40141505360425001
2010-04-01,0.47507215167904288
2010-07-01,0.09325049835512050
2010-10-01,0.29491632073945401
2011-01-01,1.26482237514333007
2011-04-01,1.74331089219680990
2011-07-01,0.40851798425048902
2011-10-01,-0.15205577046497501
2012-01-01,0.79563865592056915
2012-04-01,0.82753173813841197
2012-07-01,0.21932814798266889
2012-10-01,0.03604046953928240
2013-01-01,0.59032987575582196
2013-04-01,0.54098061186474300
2013-07-01,0.37797934132595390
2013-10-01,-0.27906764611145002
2014-01-01,0.76122252967138793
2014-04-01,1.18086781372786009
2014-07-01,0.11467584447262601
2014-10-01,-0.80335175660554903
2015-01-01,-0.54319900168832602
2015-04-01,1.20559564429960009
2015-07-01,0.26267737384333700
2015-10-01,-0.44984368771111288
2016-01-01,0.06463406580590500
2016-04-01,1.17235055654708020
2016-07-01,0.33268194107489601
2016-10-01,0.22257419716286300
2017-01-01,0.79073696298481089
2017-04-01,0.54351770575001790
2017-07-01,0.39661569138069103
2017-10-01,0.37062963626202600
2018-01-01,0.88611837979280006
2018-04-01,1.03307556684510993
2018-07-01,0.32726756775751098
2018-10-01,-0.05749473625777250
2019-01-01,0.33511603425749298
2019-04-01,1.19851322674610006
2019-07-01,0.27416600784339301
2019-10-01,0.21301799742298100
2020-01-01,0.41942742194710197
2020-04-01,-0.54003541723673198
2020-07-01,1.13148537465284993
2020-10-01,0.22995025016070600
2021-01-01,1.07311440024274996
2021-04-01,2.33978869448352977
2021-07-01,1.60097531391370951
2021-10-01,1.51776142676154024
2022-01-01,2.28346447244156980
2022-04-01,2.97383289846637000
2022-07-01,1.31466214584220009
2022-10-01,0.36716127544967198
2023-01-01,1.04490655671580002
2023-04-01,1.19233217201163000
2023-07-01,0.86642654659931984
2023-10-01,0.10450773813533520
2024-01-01,1.04257554250391848
